id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,price
22363371.0,40.68817,-73.78704,Jamaica,Other,67.0
27781833.0,40.73763048814568,-73.8792672363077,Elmhurst,Other,85.0
8.754619338373321e+17,40.68878,-73.77906,Jamaica,Other,75.0
53795503.0,40.71599060603165,-73.91242078578676,Maspeth,Other,97.0
1.152113190559817e+18,40.67173587165861,-73.7917756309944,South Ozone Park,Other,110.0
6.841671528902277e+17,40.70741,-73.8086,Briarwood,Other,256.0
5.80327989332197e+17,40.68929,-73.74912,Springfield Gardens,Other,128.0
45834849.0,40.76212,-73.87315,East Elmhurst,Other,89.0
49325044.0,40.6921,-73.86627,Woodhaven,Other,75.0
26717141.0,40.75744,-73.85988,Jackson Heights,Other,55.0
7.863397551530047e+17,40.897470243517006,-73.85693831108766,Wakefield,Other,60.0
52286422.0,40.66847,-73.84968,Howard Beach,Other,122.0
35384123.0,40.6617,-73.76261,Springfield Gardens,Other,70.0
1.3447742922288952e+18,40.77576316837509,-73.9332462320009,Astoria,Other,70.0
1.03433106424633e+18,40.66137,-73.73417,Rosedale,Other,70.0
7.44215016935385e+17,40.83819,-73.86827,Parkchester,Other,183.0
48011354.0,40.76883,-73.91928,Astoria,Other,71.0
6.993549794038423e+17,40.74462,-73.90452,Woodside,Other,449.0
41634451.0,40.63686,-74.1537,Mariners Harbor,Other,48.0
7.419718959258717e+17,40.63862,-74.16349,Mariners Harbor,Other,62.0
7.819496455243113e+17,40.87137,-73.84849,Allerton,Other,115.0
35614233.0,40.59075,-73.79714,Arverne,Other,96.0
54144015.0,40.809887,-73.93061,Port Morris,Other,167.0
1.0217122810092372e+18,40.7540527,-73.8326639,Flushing,Other,97.0
6.296633550745586e+17,40.70503,-73.88245,Glendale,Other,53.0
1.138752144048384e+18,40.69676771185366,-73.78042906857056,St. Albans,Other,85.0
1.0139331348338916e+18,40.8662380033762,-73.88987398439257,Fordham,Other,45.0
49811796.0,40.68544,-73.84474,Ozone Park,Other,89.0
6.418632278708517e+17,40.6382,-74.16913,Mariners Harbor,Other,72.0
19530778.0,40.75241,-73.81458,Flushing,Other,65.0
5.428971687688142e+17,40.76973,-73.77156,Bayside,Other,340.0
12039894.0,40.70942783494688,-73.83142191459171,Kew Gardens,Other,484.0
1.0332941765470812e+18,40.75568,-73.80114,Flushing,Other,117.0
23718065.0,40.75546,-73.91757,Astoria,Other,67.0
8.393738233959985e+17,40.66021605418946,-73.73025842524498,Rosedale,Other,150.0
42975689.0,40.75211,-73.93683,Long Island City,Other,189.0
6.884753815926138e+17,40.74831583091244,-73.88901291758614,Jackson Heights,Other,116.0
5.928931837685389e+17,40.74813,-73.93878,Long Island City,Other,110.0
8.010179932165373e+17,40.6994845,-73.896862,Ridgewood,Other,189.0
9.120030794379964e+17,40.68922,-73.84953,Woodhaven,Other,100.0
35155873.0,40.64059,-74.09686,Randall Manor,Other,170.0
43289906.0,40.75093,-73.9353,Long Island City,Other,149.0
53150666.0,40.809887,-73.93061,Port Morris,Other,177.0
8.000440924779459e+17,40.851568,-73.90099230000001,Fordham,Other,156.0
42161973.0,40.69061,-73.7564,St. Albans,Other,55.0
9.070887272006732e+17,40.59318,-74.07662,Arrochar,Other,181.0
5.997801302290419e+17,40.75712,-73.93279,Long Island City,Other,81.0
7.152686120923438e+17,40.7617467,-73.80524919999999,Flushing,Other,127.0
22452728.0,40.76486,-73.90764,Astoria,Other,95.0
28417682.0,40.73695,-73.91876,Sunnyside,Other,48.0
27312914.0,40.75951,-73.82139,Flushing,Other,118.0
9.690835740934415e+17,40.84211508076129,-73.90549341325813,Claremont Village,Other,55.0
44249049.0,40.6337,-74.08355,Tompkinsville,Other,141.0
8.895665400641541e+17,40.73666604744763,-73.87844839222306,Elmhurst,Other,38.0
15937310.0,40.66705,-73.81233,South Ozone Park,Other,54.0
52791162.0,40.89588,-73.84045,Wakefield,Other,40.0
6.516343140326353e+17,40.89455,-73.89652,Fieldston,Other,69.0
1.0161243758336612e+18,40.77893,-73.90804,Ditmars Steinway,Other,139.0
38261496.0,40.75529,-73.93005,Long Island City,Other,97.0
14892623.0,40.59273,-74.08831,South Beach,Other,86.0
7.484935360874792e+17,40.75598,-73.88964,East Elmhurst,Other,182.0
3156969.0,40.58493,-73.81736,Rockaway Beach,Other,131.0
7.994402310732842e+17,40.74291969759516,-73.9026166498661,Woodside,Other,143.0
53300313.0,40.7449,-73.82823,Flushing,Other,86.0
5.50410803871292e+17,40.75342,-73.77207,Bayside,Other,45.0
8.965474344000618e+17,40.7541,-73.80255,Flushing,Other,48.0
53480206.0,40.76997,-73.91777,Astoria,Other,556.0
33005220.0,40.8461,-73.9156,Morris Heights,Other,105.0
1.164402494958428e+18,40.8703375,-73.9024598,Kingsbridge,Other,41.0
53689938.0,40.68805,-73.86669,Woodhaven,Other,43.0
1.1227802554796136e+18,40.81860777071123,-73.81156182405654,Throgs Neck,Other,119.0
20267865.0,40.73642,-73.92635,Sunnyside,Other,47.0
53574404.0,40.768,-73.92242,Astoria,Other,88.0
52389360.0,40.70811,-73.90018,Ridgewood,Other,126.0
8.203914386732667e+17,40.74775,-73.93863,Long Island City,Other,138.0
9.225271813642984e+17,40.7544041020624,-73.832370227907,Flushing,Other,88.0
46154815.0,40.76568,-73.91128,Astoria,Other,35.0
6.333214953782753e+17,40.89213,-73.84204,Edenwald,Other,36.0
8.894734806158708e+17,40.73822714548741,-73.88014573027867,Elmhurst,Other,60.0
6.414436565200122e+17,40.75078,-73.87964,Jackson Heights,Other,38.0
8.869412555929819e+17,40.60797084098607,-74.1577879445174,Bull's Head,Other,104.0
9.689820025611562e+17,40.68430635811176,-73.76161843917885,Jamaica,Other,185.0
1.2623926068534472e+18,40.7432378,-73.8941279,Woodside,Other,84.0
49980221.0,40.63488,-74.08711,Tompkinsville,Other,99.0
4033422.0,40.57716,-74.14087,Lighthouse Hill,Other,250.0
41262660.0,40.75404,-73.93119,Long Island City,Other,213.0
7.144745515399293e+17,40.69882,-73.75061,St. Albans,Other,180.0
5121827.0,40.71269,-73.85365,Forest Hills,Other,135.0
8.242433178272175e+17,40.70959910000001,-73.7904856,Jamaica,Other,138.0
40930849.0,40.75692,-73.92436,Astoria,Other,169.0
22381052.0,40.76957,-73.89584,Ditmars Steinway,Other,40.0
9.158967472750392e+17,40.74567968004617,-73.89905271696738,Woodside,Other,256.0
51619751.0,40.72358,-73.76821,Holliswood,Other,485.0
